cityName,population,coords,countryName,continent,officialLanguage
Calgary,1306784,Point(-114.066666666 51.05),Canada,North America,French
Paris,2103778,Point(2.352222222 48.856666666),France,Europe,French
Brussels-Capital Region,1255795,Point(4.3525 50.846666666),Belgium,Europe,French
N'Djamena,1092066,Point(15.05 12.11),Chad,Africa,French
Montreal,1895211,Point(-73.5868411 45.5033426),Canada,North America,French
Toronto,2794356,Point(-79.386666666 43.670277777),Canada,North America,French
Ottawa,1017449,Point(-75.695 45.424722222),Canada,North America,French
Metropolis of Lyon,1436354,Point(4.853973694 45.7574955),France,Europe,French
Montreal,1762949,Point(-73.5868411 45.5033426),Canada,North America,French
Edmonton,1010899,Point(-113.5 53.533333333),Canada,North America,French
East Berlin,1279212,Point(13.404444444 52.518611111),German Democratic Republic,Europe,German
Pointe-Noire,1420612,Point(11.850277777 -4.7975),Republic of the Congo,Africa,French
Yaoundé,2440462,Point(11.518055555 3.857777777),Cameroon,Africa,French
Kigali,1745555,Point(30.115 -1.9525),Rwanda,Africa,French
Mbuji-Mayi,2201000,Point(23.5967 -6.1209),Democratic Republic of the Congo,Africa,French
Lubumbashi,1786397,Point(27.482777777 -11.664166666),Democratic Republic of the Congo,Africa,French
Douala,2768436,Point(9.7 4.05),Cameroon,Africa,French
Tshikapa,1006387,Point(20.8 -6.416666666),Democratic Republic of the Congo,Africa,French
Garoua,1750000,Point(13.4 9.3),Cameroon,Africa,French
Pikine,1170791,Point(-17.402055555 14.744),Senegal,Africa,French
Brazzaville,2145783,Point(15.271111111 -4.269444444),Republic of the Congo,Africa,French
Antananarivo,1275207,Point(47.525 -18.91),Madagascar,Africa,French
Dakar,1438725,Point(-17.432 14.672555555),Senegal,Africa,French
Kisangani,1366000,Point(25.191111111 0.515277777),Democratic Republic of the Congo,Africa,French
Kinshasa,14565700,Point(15.311944444 -4.321944444),Democratic Republic of the Congo,Africa,French
Mbuji-Mayi,1680991,Point(23.5967 -6.1209),Democratic Republic of the Congo,Africa,French
Abidjan,5616633,Point(-4.026666666 5.336388888),Ivory Coast,Africa,French
Conakry,1667864,Point(-13.712222222 9.509166666),Guinea,Africa,French
Mbuji-Mayi,1193891,Point(23.5967 -6.1209),Democratic Republic of the Congo,Africa,French
Kananga,1971704,Point(22.416666666 -5.896111111),Democratic Republic of the Congo,Africa,French
Lomé,2188376,Point(1.215833333 6.13),Togo,Africa,French
Mbuji-Mayi,2892000,Point(23.5967 -6.1209),Democratic Republic of the Congo,Africa,French
Mbuji-Mayi,1559073,Point(23.5967 -6.1209),Democratic Republic of the Congo,Africa,French
Mbuji-Mayi,1213726,Point(23.5967 -6.1209),Democratic Republic of the Congo,Africa,French
Hamburg,1910160,Point(10.0 53.55),Germany,Europe,German
Cologne,1087353,Point(6.957777777 50.942222222),Germany,Europe,German
Munich,1510378,Point(11.575 48.1375),Germany,Europe,German
Berlin,3782202,Point(13.383333333 52.516666666),Germany,Europe,German
Tripoli,1293016,Point(13.18746 32.87519),Italian Libya,Africa,Italian
Havana,2141652,Point(-82.358888888 23.136666666),Cuba,North America,Spanish
Havana,2492618,Point(-82.358888888 23.136666666),Cuba,North America,Spanish
Havana,2089532,Point(-82.358888888 23.136666666),Cuba,North America,Spanish
Hargeisa,1227620,Point(44.060556 9.565556),Somaliland,Africa,English
Hengyang,6645243,Point(112.58568 26.89676),Qing dynasty,Asia,Mongolian
Hengyang,6645243,Point(112.58568 26.89676),Qing dynasty,Asia,Chinese
Omdurman,2805396,Point(32.462887 15.683517),Sudan,Africa,English
Khartoum,5345000,Point(32.52654 15.60308),Sudan,Africa,English
Tbilisi,1118035,Point(44.7925 41.7225),Georgia,Europe,Abkhaz
Brussels-Capital Region,1255795,Point(4.3525 50.846666666),Belgium,Europe,German
Vienna,2028289,Point(16.3725 48.208333333),Austria,Europe,German
Monterrey,1142952,Point(-100.318055555 25.684444444),Mexico,North America,Spanish
Guadalajara,1385621,Point(-103.342222222 20.676388888),Mexico,North America,Spanish
Tijuana,1964788,Point(-117.037155 32.536447),Mexico,North America,Spanish
Mexico City,9209944,Point(-99.13589 19.353773),Mexico,North America,Spanish
Zapopan,1257547,Point(-103.391111111 20.720833333),Mexico,North America,Spanish
San Luis Potosí,2822255,Point(-100.975 22.149722222),Mexico,North America,Spanish
Veracruz,8062579,Point(-96.153333333 19.190277777),Mexico,North America,Spanish
León de Los Aldama,1579803,Point(-101.683333333 21.121944444),Mexico,North America,Spanish
Madrid,3506730,Point(-3.703333333 40.416944444),Spain,Europe,Spanish
Pampas,44399835,Point(-74.8667 -12.3989),Peru,South America,Spanish
Guayaquil,2650288,Point(-79.8875 -2.19),Ecuador,South America,Spanish
Panama City,1540000,Point(-79.534722222 8.971111111),Panama,North America,Spanish
Greater Mexico City,21905000,Point(-99.133158333 19.432519444),Mexico,North America,Spanish
Quito,1763275,Point(-78.5125 -0.22),Ecuador,South America,Spanish
Cali,2234400,Point(-76.5225 3.437222222),Colombia,South America,Spanish
San Diego,1386932,Point(-67.953888888 10.255833333),Venezuela,South America,Spanish
Rosario,1037710,Point(-60.639444444 -32.9575),Argentina,South America,Spanish
Santo Domingo,1029110,Point(-71.65 -33.633333333),Chile,South America,Spanish
Lima,9943800,Point(-77.0375 -12.06),Peru,South America,Spanish
Ciudad Juárez,1512450,Point(-106.42 31.6685),Mexico,North America,Spanish
Tegucigalpa,1055729,Point(-87.204705555 14.105783333),Honduras,North America,Spanish
Santo Domingo,2201941,Point(-69.936111111 18.4625),Dominican Republic,North America,Spanish
Greater Buenos Aires,13985794,Point(-58.3719 -34.6083),Argentina,South America,Spanish
El Paso–Juárez,2400000,Point(-106.48694444 31.73944444),Mexico,North America,Spanish
Medellín,2529403,Point(-75.5675845 6.250200154),Colombia,South America,Spanish
Bogotá,8034649,Point(-74.08175 4.60971),Colombia,South America,Spanish
Arequipa,1008290,Point(-71.536944444 -16.398888888),Peru,South America,Spanish
Buenos Aires,3121707,Point(-58.381944444 -34.599722222),Argentina,South America,Spanish
Casablanca,3218036,Point(-71.416666666 -33.316666666),Chile,South America,Spanish
Santiago,6269384,Point(-72.443676 -12.6175153),Peru,South America,Spanish
Maracaibo,1551539,Point(-71.633333333 10.633333333),Venezuela,South America,Spanish
Santiago,6257516,Point(-70.65 -33.4375),Chile,South America,Spanish
Madrid city,3332035,Point(-3.70256 40.4165),Spain,Europe,Spanish
Ciudad Juárez,1321004,Point(-106.42 31.6685),Mexico,North America,Spanish
Valencia,1484430,Point(-68.0 10.166666666),Venezuela,South America,Spanish
Córdoba,1505250,Point(-64.183333333 -31.416666666),Argentina,South America,Spanish
Maracay,1102088,Point(-67.595833333 10.246944444),Venezuela,South America,Spanish
Rosario,1193605,Point(-60.639444444 -32.9575),Argentina,South America,Spanish
Maracaibo,1752602,Point(-71.633333333 10.633333333),Venezuela,South America,Spanish
Cali,2471474,Point(-76.519722222 3.44),Colombia,South America,Spanish
Santiago de los Caballeros,1343423,Point(-70.7 19.45),Dominican Republic,North America,Spanish
El Paso–Juárez,2539946,Point(-106.48694444 31.73944444),Mexico,North America,Spanish
Santa Cruz de la Sierra,3151676,Point(-63.1975 -17.789166666),Bolivia,South America,Spanish
Madrid city,3332035,Point(-3.68760088 40.40841191),Spain,Europe,Spanish
Barranquilla,1326588,Point(-74.801944444 10.983333333),Colombia,South America,Spanish
Caracas,2245744,Point(-66.914444444 10.506111111),Venezuela,South America,Spanish
Barquisimeto,1059092,Point(-69.346694444 10.067777777),Venezuela,South America,Spanish
Barcelona,1731649,Point(2.176944444 41.3825),Spain,Europe,Spanish
Şanlıurfa,1985753,Point(38.791666666 37.158333333),Turkey,Asia,Turkish
Antalya,2426356,Point(30.69556 36.90812),Turkey,Asia,Turkish
Kocaeli Province,1953035,Point(29.945 40.764444444),Turkey,Asia,Turkish
Bursa,2901396,Point(29.080538888 40.191330555),Turkey,Asia,Turkish
Diyarbakır,1732396,Point(40.236666666 37.910833333),Turkey,Asia,Turkish
Kocaeli Province,1906391,Point(29.945 40.764444444),Turkey,Asia,Turkish
Konya Province,2076524,Point(32.491944444 37.8725),Turkey,Asia,Turkish
Istanbul,15655924,Point(28.960277777 41.01),Turkey,Asia,Turkish
İzmir,4493242,Point(27.13838 38.41273),Turkey,Asia,Turkish
Balıkesir,1250610,Point(27.884166666 39.651111111),Turkey,Asia,Turkish
Samsun,1368488,Point(36.33 41.286666666),Turkey,Asia,Turkish
Kayseri,1389680,Point(35.4875 38.7225),Turkey,Asia,Turkish
Konya,2232374,Point(32.492138888 37.872769444),Turkey,Asia,Turkish
Konya Province,2296347,Point(32.491944444 37.8725),Turkey,Asia,Turkish
Ankara,5803482,Point(32.83869 39.93576),Turkey,Asia,Turkish
Van,1127612,Point(43.416666666 38.501944444),Turkey,Asia,Turkish
Konya Province,2205609,Point(32.491944444 37.8725),Turkey,Asia,Turkish
Mersin,1040507,Point(34.616666666 36.8),Turkey,Asia,Turkish
Gaziantep,1680723,Point(37.379166666 37.062777777),Turkey,Asia,Turkish
Adana,1765981,Point(35.31346 37.00262),Turkey,Asia,Turkish
Denizli,1027782,Point(29.096388888 37.783333333),Turkey,Asia,Turkish
Kocaeli Province,1851790,Point(29.945 40.764444444),Turkey,Asia,Turkish
Shymkent,1184113,Point(69.6 42.3),Kazakhstan,Asia,Russian
Shymkent,1184113,Point(69.6 42.3),Kazakhstan,Europe,Russian
Minsk,1995091,Point(27.561837 53.902246),Belarus,Europe,Russian
Almaty,2228675,Point(76.915 43.24),Kazakhstan,Asia,Russian
Almaty,2228675,Point(76.915 43.24),Kazakhstan,Europe,Russian
Astana,1078362,Point(71.433333333 51.133333333),Kazakhstan,Asia,Russian
Astana,1078362,Point(71.433333333 51.133333333),Kazakhstan,Europe,Russian
Shymkent,1191877,Point(69.6 42.3),Kazakhstan,Asia,Russian
Shymkent,1191877,Point(69.6 42.3),Kazakhstan,Europe,Russian
Sofia,1205548,Point(23.321726 42.697886),Bulgaria,Europe,Bulgarian
Waqooyi-Bari,2500000,Point(48.41666667 9.13333333),Somalia,Africa,Arabic
Omdurman,2805396,Point(32.462887 15.683517),Sudan,Africa,Arabic
Khartoum,5345000,Point(32.52654 15.60308),Sudan,Africa,Arabic
Mogadishu,2120000,Point(45.341944444 2.039166666),Somalia,Africa,Arabic
Bucharest,1716961,Point(26.097777777 44.413361111),Romania,Europe,Romanian
Bangkok,5676648,Point(100.516666666 13.75),Rattanakosin Kingdom,Asia,Thai
Waqooyi-Bari,2500000,Point(48.41666667 9.13333333),Somalia,Africa,Somali
Mogadishu,2120000,Point(45.341944444 2.039166666),Somalia,Africa,Somali
Hengyang,6645243,Point(112.58568 26.89676),Qing dynasty,Asia,Tibetan
Rome,2748109,Point(12.482777777 41.893055555),Italy,Europe,Italian
Milan,1354196,Point(9.19 45.466944444),Italy,Europe,Italian
Hargeisa,1227620,Point(44.060556 9.565556),Somaliland,Africa,Arabic
Pikine,1170791,Point(-17.402055555 14.744),Senegal,Africa,Balanta
Hengyang,6645243,Point(112.58568 26.89676),Qing dynasty,Asia,Manchu
Dakar,1438725,Point(-17.432 14.672555555),Senegal,Africa,Balanta
Prague,1397880,Point(14.421388888 50.0875),Czech Republic,Europe,Czech
Tbilisi,1118035,Point(44.7925 41.7225),Georgia,Europe,Georgian
Katowice urban area,1903000,Point(19.0 50.25),Poland,Europe,Polish
Warsaw,1862402,Point(21.011111111 52.23),Poland,Europe,Polish
Kano,2095000,Point(8.516666666 12.0),Nigeria,Africa,English
Benin City,1780000,Point(5.6145 6.3176),Nigeria,Africa,English
Kano,4348000,Point(8.516666666 12.0),Nigeria,Africa,English
Zamboanga City,1018849,Point(122.076111111 6.904166666),Philippines,Asia,English
Kano,2095000,Point(8.592 12.0022),Nigeria,Africa,English
Yaoundé,2440462,Point(11.518055555 3.857777777),Cameroon,Africa,English
Kano,4348000,Point(8.592 12.0022),Nigeria,Africa,English
Kigali,1745555,Point(30.115 -1.9525),Rwanda,Africa,English
Abuja,1693400,Point(7.491388888 9.055555555),Nigeria,Africa,English
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,English
Quezon City,3084270,Point(121.0475 14.65),Philippines,Asia,English
Ogbomosho,1032000,Point(4.25 8.133333333),Nigeria,Africa,English
Kampala,1680600,Point(32.581111111 0.313611111),Uganda,Africa,English
Aba,1160000,Point(7.366666666 5.116666666),Nigeria,Africa,English
Onitsha,1483000,Point(6.783333333 6.166666666),Nigeria,Africa,English
Douala,2768436,Point(9.7 4.05),Cameroon,Africa,English
Kano,2602000,Point(8.516666666 12.0),Nigeria,Africa,English
Garoua,1750000,Point(13.4 9.3),Cameroon,Africa,English
Davao City,1848947,Point(125.609441666 7.066233333),Philippines,Asia,English
Enugu,1029400,Point(7.494166666 6.440277777),Nigeria,Africa,English
Lusaka,2467563,Point(28.283333333 -15.416666666),Zambia,Africa,English
Lagos,15070000,Point(3.393611111 6.456111111),Nigeria,Africa,English
Kano,2602000,Point(8.592 12.0022),Nigeria,Africa,English
Monrovia,1021762,Point(-10.804722222 6.310555555),Liberia,Africa,English
Ibadan,2559853,Point(3.905833333 7.3775),Nigeria,Africa,English
Dar es Salaam,4715000,Point(39.280277777 -6.816111111),Tanzania,Africa,English
Taguig,1308085,Point(121.05 14.516666666),Philippines,Asia,English
Metro Manila,14001751,Point(121.0 14.583333333),Philippines,Asia,English
Kano,3999000,Point(8.516666666 12.0),Nigeria,Africa,English
Port Harcourt,3325000,Point(7.016316 4.765466),Nigeria,Africa,English
Kano,3848885,Point(8.516666666 12.0),Nigeria,Africa,English
Maiduguri,1197497,Point(13.15 11.833333333),Nigeria,Africa,English
Manila,1902590,Point(120.977222222 14.595833333),Philippines,Asia,English
Kano,3999000,Point(8.592 12.0022),Nigeria,Africa,English
Kano,3848885,Point(8.592 12.0022),Nigeria,Africa,English
Port Harcourt,3480000,Point(7.016316 4.765466),Nigeria,Africa,English
Ibadan,2550593,Point(3.905833333 7.3775),Nigeria,Africa,English
Caloocan,1712945,Point(120.966666666 14.65),Philippines,Asia,English
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,English
Kharkiv,1421125,Point(36.231111111 49.9925),Ukraine,Europe,Ukrainian
Odesa,1010537,Point(30.73262 46.47747),Ukraine,Europe,Ukrainian
Kyiv,2952301,Point(30.523611111 50.45),Ukraine,Europe,Ukrainian
Shymkent,1184113,Point(69.6 42.3),Kazakhstan,Asia,Kazakh
Shymkent,1184113,Point(69.6 42.3),Kazakhstan,Europe,Kazakh
Almaty,2228675,Point(76.915 43.24),Kazakhstan,Asia,Kazakh
Almaty,2228675,Point(76.915 43.24),Kazakhstan,Europe,Kazakh
Baku,2300500,Point(49.835183333 40.366655555),Azerbaijan,Asia,Azerbaijani
Baku,2300500,Point(49.835183333 40.366655555),Azerbaijan,Asia,Azerbaijani Sign Language
Astana,1078362,Point(71.433333333 51.133333333),Kazakhstan,Asia,Kazakh
Astana,1078362,Point(71.433333333 51.133333333),Kazakhstan,Europe,Kazakh
Shymkent,1191877,Point(69.6 42.3),Kazakhstan,Asia,Kazakh
Shymkent,1191877,Point(69.6 42.3),Kazakhstan,Europe,Kazakh
Minsk,1995091,Point(27.561837 53.902246),Belarus,Europe,Belarusian
Pikine,1170791,Point(-17.402055555 14.744),Senegal,Africa,Badyara
Dakar,1438725,Point(-17.432 14.672555555),Senegal,Africa,Badyara
South Tangerang,1644899,Point(106.718055555 -6.288888888),Indonesia,Asia,Indonesian
Hargeisa,1227620,Point(44.060556 9.565556),Somaliland,Africa,Somali
Sumbawa,1669787,Point(117.427313532 -8.500446873),Indonesia,Asia,Indonesian
Malang,1175282,Point(112.632727716 -7.96893041),Indonesia,Asia,Indonesian
Surabaya,3009286,Point(112.737767222 -7.246283611),Indonesia,Asia,Indonesian
Tangerang,2237006,Point(106.640277777 -6.170277777),Indonesia,Asia,Indonesian
Kota Semarang,1653524,Point(110.383333333 -7.033333333),Indonesia,Asia,Indonesian
Bandung,2875673,Point(107.607083055 -6.921845833),Indonesia,Asia,Indonesian
Makassar,1338663,Point(119.413611111 -5.133055555),Indonesia,Asia,Indonesian
Palembang,1535952,Point(104.764444444 -2.983333333),Indonesia,Asia,Indonesian
Batam,1196396,Point(104.053055555 1.13),Indonesia,Asia,Indonesian
Medan,2109330,Point(98.673888888 3.589444444),Indonesia,Asia,Indonesian
Depok,2330333,Point(106.8173077 -6.405031),Indonesia,Asia,Indonesian
Bekasi,2381053,Point(107.0 -6.233333333),Indonesia,Asia,Indonesian
Jakarta,11135191,Point(106.826944444 -6.175277777),Indonesia,Asia,Indonesian
Bandar Lampung,1166761,Point(105.2625 -5.429444444),Indonesia,Asia,Indonesian
Semarang,1621384,Point(110.4225 -6.99),Indonesia,Asia,Indonesian
Surat,5935000,Point(72.84 21.205),India,Asia,Hindi
Jodhpur,1033918,Point(73.027777777 26.294444444),India,Asia,Hindi
Mumbai,15414288,Point(72.8775 19.075833333),India,Asia,Hindi
Vadodara,3100260,Point(73.2 22.3),India,Asia,Hindi
Rajkot,2043000,Point(70.798363888 22.296908333),India,Asia,Hindi
Vadodara,2065771,Point(73.2 22.3),India,Asia,Hindi
Thane,1886941,Point(72.963333333 19.18),India,Asia,Hindi
Rajkot,2043000,Point(70.793333333 22.291666666),India,Asia,Hindi
Islamabad,1014825,Point(73.036944444 33.698888888),Pakistan,Asia,Urdu
Quetta,1001205,Point(67.017222222 30.195833333),Pakistan,Asia,Urdu
Faisalabad,3203846,Point(73.079 31.418),Pakistan,Asia,Urdu
Lahore,11126285,Point(74.343611111 31.549722222),Pakistan,Asia,Urdu
Rawalpindi,2098231,Point(73.0679 33.6007),Pakistan,Asia,Urdu
Peshawar,1970042,Point(71.5675 34.014444444),Pakistan,Asia,Urdu
Multan,1871843,Point(71.471111111 30.197777777),Pakistan,Asia,Urdu
Gujranwala,2027001,Point(74.183333333 32.15),Pakistan,Asia,Urdu
Hyderabad,1732693,Point(68.368333333 25.379166666),Pakistan,Asia,Urdu
Karachi,14910352,Point(67.01 24.86),Pakistan,Asia,Urdu
Guwahati,1116267,Point(91.750238 26.1805876),India,Asia,Hindi
Ahmedabad,7645000,Point(72.579722222 23.021944444),India,Asia,Hindi
Gwalior,1069276,Point(78.1775 26.2125),India,Asia,Hindi
Prayagraj,5954391,Point(81.85 25.45),India,Asia,Hindi
Bhopal,1798218,Point(77.416666666 23.25),India,Asia,Hindi
Kolkata,4496694,Point(88.37 22.5675),India,Asia,Hindi
Bengaluru,12327000,Point(77.5912997 12.9791198),India,Asia,Hindi
Pune,6200000,Point(73.855277777 18.521111111),India,Asia,Hindi
Lucknow,3382000,Point(80.947 26.847),India,Asia,Hindi
Navi Mumbai,1119477,Point(73.01 19.03),India,Asia,Hindi
Ludhiana,1618879,Point(75.848611111 30.908333333),India,Asia,Hindi
Aurangabad,1175116,Point(75.32 19.88),India,Asia,Hindi
Madurai,1561129,Point(78.119394444 9.919661111),India,Asia,Hindi
Meerut,1571434,Point(77.706388888 28.98),India,Asia,Hindi
Kota,1001694,Point(75.83 25.18),India,Asia,Hindi
Vijayawada,1048240,Point(80.616666666 16.516666666),India,Asia,Hindi
Hyderabad,9305000,Point(78.474722222 17.361666666),India,Asia,Hindi
Agra,1585705,Point(78.02 27.18),India,Asia,Hindi
Jabalpur,1267564,Point(79.933333333 23.166666666),India,Asia,Hindi
Nagpur,2405665,Point(79.080555555 21.149722222),India,Asia,Hindi
Chandigarh,1055450,Point(76.788333333 30.736388888),India,Asia,Hindi
Amritsar,1159227,Point(74.87704 31.626917),India,Asia,Hindi
Nashik,1486053,Point(73.783333333 20.0),India,Asia,Hindi
Amritsar,1132383,Point(74.87704 31.626917),India,Asia,Hindi
Delhi,26495000,Point(77.216666666 28.666666666),India,Asia,Hindi
Raipur,1010087,Point(81.6336833 21.2379468),India,Asia,Hindi
Jamshedpur,1558000,Point(86.183333333 22.8),India,Asia,Hindi
Varanasi,1198491,Point(83.012777777 25.318888888),India,Asia,Hindi
Chennai,6599000,Point(80.275 13.0825),India,Asia,Hindi
Kanpur,4581268,Point(80.331111111 26.4725),India,Asia,Hindi
Patna,1684222,Point(85.141388888 25.61),India,Asia,Hindi
Indore,1994397,Point(75.855 22.718611111),India,Asia,Hindi
Howrah,1077075,Point(88.329444444 22.58),India,Asia,Hindi
Jaipur,3073350,Point(75.82 26.915),India,Asia,Hindi
Visakhapatnam,2035922,Point(83.292222222 17.693888888),India,Asia,Hindi
Ghaziabad,2375820,Point(77.416666666 28.666666666),India,Asia,Hindi
Vasai-Virar,1222390,Point(72.8 19.47),India,Asia,Hindi
Srinagar,1180570,Point(74.806111111 34.091111111),India,Asia,Hindi
Ranchi,1073440,Point(85.334722222 23.355555555),India,Asia,Hindi
Faridabad,1404653,Point(77.31316 28.41124),India,Asia,Hindi
Luanda,2487444,Point(13.234444444 -8.838333333),Angola,Africa,Portuguese
Matola,1032197,Point(32.466666666 -25.966666666),Mozambique,Africa,Portuguese
Maputo,1133200,Point(32.576388888 -25.915277777),Mozambique,Africa,Portuguese
Kigali,1745555,Point(30.115 -1.9525),Rwanda,Africa,Swahili
Kampala,1680600,Point(32.581111111 0.313611111),Uganda,Africa,Swahili
Dar es Salaam,4715000,Point(39.280277777 -6.816111111),Tanzania,Africa,Swahili
Nairobi,5545000,Point(36.817222222 -1.286388888),Kenya,Africa,English
Queens,2405464,Point(-73.828055555 40.713611111),United States,North America,English
Philadelphia,1603797,Point(-75.163611111 39.952777777),United States,North America,English
Manhattan,1694251,Point(-73.994166666 40.728333333),United States,North America,English
New York metropolitan area,19940274,Point(-74.020277777 40.808611111),United States,North America,English
New York City,8804190,Point(-74.006111111 40.712777777),United States,North America,English
Los Angeles,3898747,Point(-118.24368 34.05223),United States,North America,English
Kumasi,3903480,Point(-1.625 6.7),Ghana,Africa,English
Mombasa,1208333,Point(39.666666666 -4.05),Kenya,Africa,English
Phoenix,1608139,Point(-112.073888888 33.448333333),United States,North America,English
London,8799728,Point(-0.1275 51.507222222),United Kingdom,Europe,English
Dallas,1304379,Point(-96.808888888 32.779166666),United States,North America,English
Accra,1782150,Point(-0.1969 5.55602),Ghana,Africa,English
The Bronx,1472654,Point(-73.873333333 40.846666666),United States,North America,English
San Jose,1013240,Point(-121.872777777 37.304166666),United States,North America,English
Birmingham,1137100,Point(-1.9025 52.48),United Kingdom,Europe,English
Houston,2304580,Point(-95.383055555 29.762777777),United States,North America,English
San Diego,1386932,Point(-117.1625 32.715),United States,North America,English
Chicago,2746388,Point(-87.627777777 41.881944444),United States,North America,English
Calgary,1306784,Point(-114.066666666 51.05),Canada,North America,English
Islamabad,1014825,Point(73.036944444 33.698888888),Pakistan,Asia,English
Mumbai,15414288,Point(72.8775 19.075833333),India,Asia,English
Kolkata,4496694,Point(88.37 22.5675),India,Asia,English
Quetta,1001205,Point(67.017222222 30.195833333),Pakistan,Asia,English
Faisalabad,3203846,Point(73.079 31.418),Pakistan,Asia,English
Lahore,11126285,Point(74.343611111 31.549722222),Pakistan,Asia,English
Rawalpindi,2098231,Point(73.0679 33.6007),Pakistan,Asia,English
El Paso–Juárez,2400000,Point(-106.48694444 31.73944444),United States,North America,English
Montreal,1895211,Point(-73.5868411 45.5033426),Canada,North America,English
Peshawar,1970042,Point(71.5675 34.014444444),Pakistan,Asia,English
Multan,1871843,Point(71.471111111 30.197777777),Pakistan,Asia,English
Toronto,2794356,Point(-79.386666666 43.670277777),Canada,North America,English
Gujranwala,2027001,Point(74.183333333 32.15),Pakistan,Asia,English
Hyderabad,1732693,Point(68.368333333 25.379166666),Pakistan,Asia,English
Ottawa,1017449,Point(-75.695 45.424722222),Canada,North America,English
Karachi,14910352,Point(67.01 24.86),Pakistan,Asia,English
Montreal,1762949,Point(-73.5868411 45.5033426),Canada,North America,English
El Paso–Juárez,2539946,Point(-106.48694444 31.73944444),United States,North America,English
San Antonio,1434625,Point(-98.493888888 29.425),United States,North America,English
Edmonton,1010899,Point(-113.5 53.533333333),Canada,North America,English
Guwahati,1116267,Point(91.750238 26.1805876),India,Asia,English
Ahmedabad,7645000,Point(72.579722222 23.021944444),India,Asia,English
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,English
Surat,5935000,Point(72.84 21.205),India,Asia,English
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,English
Gwalior,1069276,Point(78.1775 26.2125),India,Asia,English
Jodhpur,1033918,Point(73.027777777 26.294444444),India,Asia,English
Prayagraj,5954391,Point(81.85 25.45),India,Asia,English
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,English
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,English
Bhopal,1798218,Point(77.416666666 23.25),India,Asia,English
Bengaluru,12327000,Point(77.5912997 12.9791198),India,Asia,English
Pune,6200000,Point(73.855277777 18.521111111),India,Asia,English
Lucknow,3382000,Point(80.947 26.847),India,Asia,English
Navi Mumbai,1119477,Point(73.01 19.03),India,Asia,English
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,English
Ludhiana,1618879,Point(75.848611111 30.908333333),India,Asia,English
Vadodara,3100260,Point(73.2 22.3),India,Asia,English
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,English
Aurangabad,1175116,Point(75.32 19.88),India,Asia,English
Madurai,1561129,Point(78.119394444 9.919661111),India,Asia,English
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,English
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,English
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,English
Meerut,1571434,Point(77.706388888 28.98),India,Asia,English
Kota,1001694,Point(75.83 25.18),India,Asia,English
Vijayawada,1048240,Point(80.616666666 16.516666666),India,Asia,English
Hyderabad,9305000,Point(78.474722222 17.361666666),India,Asia,English
Agra,1585705,Point(78.02 27.18),India,Asia,English
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,English
Jabalpur,1267564,Point(79.933333333 23.166666666),India,Asia,English
Nagpur,2405665,Point(79.080555555 21.149722222),India,Asia,English
Chandigarh,1055450,Point(76.788333333 30.736388888),India,Asia,English
Rajkot,2043000,Point(70.798363888 22.296908333),India,Asia,English
Amritsar,1159227,Point(74.87704 31.626917),India,Asia,English
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,English
Nashik,1486053,Point(73.783333333 20.0),India,Asia,English
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,English
Amritsar,1132383,Point(74.87704 31.626917),India,Asia,English
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,English
Delhi,26495000,Point(77.216666666 28.666666666),India,Asia,English
Vadodara,2065771,Point(73.2 22.3),India,Asia,English
Raipur,1010087,Point(81.6336833 21.2379468),India,Asia,English
Jamshedpur,1558000,Point(86.183333333 22.8),India,Asia,English
Varanasi,1198491,Point(83.012777777 25.318888888),India,Asia,English
Chennai,6599000,Point(80.275 13.0825),India,Asia,English
Kanpur,4581268,Point(80.331111111 26.4725),India,Asia,English
Patna,1684222,Point(85.141388888 25.61),India,Asia,English
Indore,1994397,Point(75.855 22.718611111),India,Asia,English
Thane,1886941,Point(72.963333333 19.18),India,Asia,English
Howrah,1077075,Point(88.329444444 22.58),India,Asia,English
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,English
Jaipur,3073350,Point(75.82 26.915),India,Asia,English
Visakhapatnam,2035922,Point(83.292222222 17.693888888),India,Asia,English
